scorer,,,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron
bodyparts,,,top,top,bottom,bottom,left,left,right,right,topleft,topleft,topright,topright,bottomleft,bottomleft,bottomright,bottomright,center,center
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,It1Mouse3,img0108.png,369.0980326012745,228.2548278828909,368.39247132876795,281.1719233208836,340.17002042850515,255.1837497835583,391.6759933214847,256.2420916923182,349.9302846981794,235.78081478962764,385.6787225051789,236.95675024380526,348.636755698584,274.93946541374225,384.5027870510013,273.6459364141469,368.862845510439,255.1837497835583
labeled-data,It1Mouse3,img0211.png,278.70959929057756,254.19307745462316,277.85109624616695,313.90673365473737,247.04037587454255,285.194576280561,307.89870280053754,285.194576280561,255.9483801838968,263.33756112143226,300.267564627999,265.16283857764734,257.0562447259994,305.9894278007286,300.1721754008422,303.8908648032805,278.42343160910735,284.7176301447774
labeled-data,It1Mouse3,img0279.png,330.6008818561839,239.12144502094839,329.594973100966,294.44642655793314,300.1914864099811,268.91181969470944,,,309.167287610387,246.7044494833603,346.3277993094266,249.00393610103663,309.7089307862736,290.0359035542854,,,332.1594472489074,267.23922813674966
labeled-data,It1Mouse3,img0477.png,318.9072825288421,252.07841344764134,318.5690671595113,289.8895101938602,297.8385713414075,270.695546980162,336.4401842440835,270.33812463847056,303.3501396459234,259.2720559976906,331.97985037135606,258.8851680149145,304.89769157702784,284.6519076678039,331.3608295989143,283.645998912586,318.4387709741919,270.6465626913085
labeled-data,It1Mouse3,img0518.png,324.15708114930567,252.23477517035857,324.77610192174745,284.9654985132181,307.28876510026697,268.4066928504003,338.6266917051325,268.9483360262868,312.00879849013563,257.0321861567824,335.22207745670266,257.3416965430033,312.85995205224305,280.16808752679424,334.6804342808161,279.31693396468677,324.00232595619525,268.1745600607346
labeled-data,It1Mouse3,img0640.png,324.15708114930567,254.8656134532362,324.00232595619525,278.93004598191067,310.6933793486968,266.85914091929584,334.83518947392656,267.09127370896147,314.1753711936819,258.88924847410783,332.12697359449373,258.73449328099736,315.33603514201025,275.98969731281215,331.89484080482805,275.29329894381516,323.61543797341915,266.85914091929584
labeled-data,It1Mouse3,img1194.png,324.4600107476175,244.10098115212966,324.0251113230035,295.85401268119324,296.0465816728375,270.33991310383976,347.7996132019011,270.91977900332506,304.74457016511707,251.05937194595333,340.6962559332061,252.36407021979528,303.4398718912752,288.89562188736954,340.1163900337208,287.300990663785,324.6049772224888,269.76004720435446
labeled-data,It1Mouse3,img1522.png,322.4491445026852,256.21260033629756,322.9134100820165,280.0000141682611,309.75921866762855,267.6969763159805,333.28200802041647,268.6255074746432,312.69956733672706,260.7329926260104,331.1928129134254,261.11988060878656,313.8602312850554,276.4406447267208,330.0321489650971,276.7501551129417,322.4491445026852,268.1612418953119
labeled-data,It1Mouse3,img1629.png,322.0285596807683,253.45977695609668,321.9030257588072,282.83471469500614,307.1527899283719,267.45680925476506,335.71175717453383,267.8961779816291,311.2326423921093,258.35559991258157,332.82447696942734,258.6066677565039,312.2369137677985,279.1942309581327,330.6904002960878,278.6920952702881,321.40089007096253,267.7078770986874
labeled-data,It1Mouse3,img1925.png,314.019858621963,248.25751258324252,313.584959197349,296.8212816651369,288.2158260948669,271.59711503752607,338.9540922998312,272.61188036162537,295.0292504138192,255.50583632680883,332.28563445575014,255.79576927655148,295.9618162240278,289.8345197139029,332.4306009306215,288.99309202208525,314.74469099631966,271.7420815123974
labeled-data,It1Mouse3,img2033.png,313.150059772735,245.9380489853013,313.0050932978637,296.96624814000825,287.49099372051023,270.87228266316947,339.0990587747025,271.8870479872688,294.7393174640765,253.04140625399629,332.43060093062144,253.76623862835294,295.8990492630472,291.3125556200265,332.1406679808788,289.0513896808158,313.150059772735,270.5823497134268
labeled-data,It1Mouse3,img2173.png,311.4936888748532,246.61452209230237,313.6103726923729,298.82605625778854,284.91754761043904,272.4851020842099,338.6577978663561,272.955476265881,292.09075388092253,255.0812573623812,330.6614367779483,253.5525412719503,294.08984415302444,292.0056306235583,332.1901528683792,290.5945080785452,312.19925014735975,272.60269562962765
labeled-data,It1Mouse3,img2297.png,310.08256632984,256.13959927114104,311.0233146931821,287.5370758976834,294.08984415302444,272.4851020842099,326.3104755974911,272.13232144795666,297.9704311518106,262.1368700874469,322.7826692349583,261.66649590577583,299.4991472422415,283.18611471722625,321.7243273261984,282.8333340809729,310.43534696609333,272.13232144795666
labeled-data,It1Mouse3,img2459.png,306.17466636121407,257.7493132415726,306.6838178475907,284.0215299386081,292.1220853372183,270.42718525235136,319.1580292638188,271.19091248191637,296.1443820795939,262.58625236215084,315.8994597510082,262.58625236215084,296.8062790118836,280.6611301285222,314.93207192689255,281.4248573580872,306.3783269557647,270.42718525235136
labeled-data,It1Mouse3,img2535.png,308.41493290127136,255.9672830392543,308.9749995362857,285.95630558683945,293.0385580126963,270.42718525235136,323.7403926412087,271.39457307646705,297.4681759441732,261.10971305165856,320.2781625338474,261.56794938939754,297.57000624144854,281.32302706081185,318.75070807471747,281.73034824991316,308.5612141906786,271.1874389365335
labeled-data,It1Mouse3,img2740.png,312.8050038013609,247.84191941282398,313.93480909901126,290.0840841527514,290.96210138012054,269.62205487308375,335.08727494946527,270.0614235999478,296.2972930634695,253.93031462793982,328.81057885140774,253.7420137449981,298.11753493190616,285.12549423528594,328.99887973434943,284.37229070351907,312.42840203547746,269.11991918523916
labeled-data,It1Mouse3,img3093.png,314.24864390391417,243.51099910516425,314.81354655273935,294.72883926531404,287.38438460422776,269.18268614621974,339.81998657506944,268.06568254377163,294.53238544189816,251.4621687403799,333.3298000420092,250.8547335398916,295.2405788506303,286.8858605524574,331.63509209553365,287.6840742072592,314.123109981953,267.9901138875888
labeled-data,It1Mouse3,img3420.png,314.4129781054659,242.12981948428995,314.6640459493882,296.0466389666045,286.9838161569543,268.7430109400541,341.80456264505784,268.7632453493716,294.0137157867788,251.67039755333747,333.8079690484638,249.34801999705616,296.08502549913777,288.8912054148189,334.93777434611417,287.63586619520737,314.59384627429245,268.33378690799447
