scorer,,,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron
bodyparts,,,top,top,left,left,right,right,bottom,bottom
coords,,,x,y,x,y,x,y,x,y
labeled-data,Training Videos-06062023111520-0000,img0005.png,536.8653504022451,185.3299970662621,439.28347638490817,282.57687349624086,634.4788234889975,282.1362518845083,538.1936225397494,383.94860371442746
labeled-data,Training Videos-06062023111520-0000,img0046.png,367.5607565132686,145.0165260111375,270.52462386211755,246.69912668063344,469.8742922495479,243.0847147602655,368.1644337522054,344.9508070727881
labeled-data,Training Videos-06062023111520-0000,img0201.png,502.3109536815887,276.8845757558772,399.7004853261609,376.13849725204153,597.6285325172005,376.85517086226946,503.0615403716788,475.8508659182356
labeled-data,Training Videos-06062023111520-0000,img0253.png,485.45674015810744,109.30603294180418,390.9420791353141,208.16619562081794,586.7612475187452,208.16619562081794,486.54311557216255,307.56954600685924
labeled-data,Training Videos-06062023111520-0000,img0278.png,477.3089245526943,41.13597674589522,384.96701435801106,135.6506377686886,577.5270564992769,138.09498245031256,483.2839893299973,234.78239430121613
labeled-data,Training Videos-06062023111520-0000,img0297.png,407.50932077642756,28.099471712481044,308.64915809741376,128.58919751257744,512.0729543792306,128.8607913660912,407.50932077642756,231.5232679942978
labeled-data,Training Videos-06062023111520-0000,img0313.png,303.4888748806521,19.408468464793295,199.19683513136283,128.58919757733048,416.4719179423821,129.4039791378718,306.74800112281736,234.23920659418857
labeled-data,Training Videos-06062023111520-0000,img0343.png,111.89093730285484,12.293736863141513,,,240.45964554240265,137.5143016589511,113.23019468035014,263.4044951435083
labeled-data,Training Videos-06062023111520-0000,img0475.png,428.58455369265715,92.36992659124873,318.43063439366955,205.53717498960066,545.7695742234949,207.8808754002174,432.9371401695168,321.71775248731706
labeled-data,Training Videos-06062023111520-0000,img0505.png,274.56995528069876,112.12397290930423,134.2827449880672,260.7815418112814,425.9060389376665,261.45117050002904,283.7498961780883,402.9215401054893
labeled-data,Training Videos-06062023111520-0000,img0560.png,252.22847482070947,66.42486149534082,75.1558070052762,237.3915752481729,428.3107876330295,236.69161769171333,247.6490092737586,420.06136762099055
labeled-data,Training Videos-06062023111520-0000,img0570.png,249.54517153495038,61.0938328407273,71.4257275055395,233.7304281077615,430.2307259969656,233.73042810776136,243.86864703913434,419.31922043091294
labeled-data,Training Videos-06062023111520-0000,img0632.png,,,71.4257275055395,144.80246511958478,433.3238725356847,143.25589185022508,249.28165348189296,332.71111734677555
labeled-data,Training Videos-06062023111520-0000,img0697.png,,,315.0110174296757,70.05473853642432,600.353785626521,72.11352145968361,463.4820512881969,211.30511570204723
labeled-data,Training Videos-06062023111520-0000,img0838.png,527.066529778781,88.22248464463055,477.90804229278797,141.1832860798165,580.5705189209946,140.91169222630273,529.7824683139188,194.14408751500247
labeled-data,Training Videos-06062023111520-0000,img0963.png,203.6602276225007,125.01865721881148,154.87207798161853,173.44938451800223,253.69935545930298,175.05778505561375,204.0176499641922,222.05881753420658
labeled-data,Training Videos-06062023111520-0000,img1172.png,488.81612325114463,349.63195617560126,438.0778570461803,400.08028943082286,540.4241883053369,401.9648536041501,488.38122382653063,451.39842153527246
labeled-data,Training Videos-06062023111520-0000,img1364.png,250.1637675659016,405.04236048164745,183.85987230326253,469.3544093918748,317.37399565975426,472.68863831391536,,
labeled-data,Training Videos-06062023111520-0000,img1561.png,33.68358202055613,72.23931142642593,,,122.52388292948186,156.93210570585586,32.79363863729742,249.00605040865702
labeled-data,Training Videos-06062023111520-0000,img1716.png,258.1659540322773,282.68232264555616,156.6292042394743,382.1553173612696,358.87720179424446,380.50431329959815,255.6894479397699,482.86656512323685
